en,pt
What are the two main issues that make improved sustainability performance in increasingly complex business environments a challenging task for organizations operating in many different industries?,Quais são as duas principais questões que tornam a melhoria do desempenho da sustentabilidade em ambientes empresariais cada vez mais complexos uma tarefa desafiadora para organizações que operam em muitos setores diferentes?
How many separate source rock systems were identified?,Quantos sistemas separados de rochas-base foram identificados?
Wich factors were analyzed to verify that a turbine with impregnated bit was the most suitable for drilling uncertain and deep regions?,Quais fatores foram analizados para constatar que a turbina com broca impregnada era a mais adequada para perfurar regiões incertas e profundas?
What can marine mollusk shells from the south and southeast coasts of Brazil be used for?,"Para que podem ser usadas as conchas de moluscos marinhos, das costas sul e sudeste do Brasil?"
Which area was affected by the oil spill in the ocean near Brazil in 2019? And what are its effects?,Qual área foi afetada pelo derramamento de óleo no oceano próximo ao Brasil em 2019? E quais seus efeitos?
What was analyzed about the Rhinoclemmys punctularia punctularia?,O que foi analisado sobre a Rhinoclemmys punctularia punctularia?
The coastal retrogradation of upper unconsolidated sediment during the last transgression contributed to what?,A retrogradação costeira de sedimentos superiores não consolidados durante a última transgressão contribuiu para quê?
What made Petrobras decide to implement optical sensing technology in all of its new wells?,O que fez a Petrobras decidir implementar tecnologia de sensoriamento óptico em todos os seus novos poços?
Which fish organs were analysed in this study?,Quais orgãos foram analisados neste estudo?
What was the period and how many samples of the tailings were collected?,Qual foi o período e quantas amostras dos rejeitos foram coletados?
What low-cost technological procedures have been tried to unblock the well?,Quais procedimentos tecnológicos de baixo custo foram tentados para desobstruir o poço?
How can sediment distribution be understood in areas in which it is not possible to take samples?,Como pode ser estudada a distribuição de sedimentos em áreas onde não é possível pegar amostras?
What is the hydrogen index of the diagnostic well PEC-41-DE-9?,O que o índice de hidrogênio do poço PEC-41-DE-9 diagnotica?
"In the analysis, how many and what types of distinct levels of physical support and behavior of the coastal processes are considered?","Na análise, quantos e quais tipos de níveis distintos de suporte físico e comportamento dos processos costeiros são considerados?"
" The article discusses, mainly, what kind of lesion in the sea turtles found?","O artigo discorre, principalmente, sobre que tipo de lesão nas tartarugas marinhas encontradas?"
 In what months does the 10-m wind over the ESGA blow the strongest?,Em quais meses do ano o vento 10-m sopra mais forte sobre a ESGA?
" According to Lobão, what woudn't be delayed by the global financial crisis?","Segundo Lobão, o que a crise financeira mundial não atrasaria?"
" Why the optimization of EOR processes done through standalone reservoir simulation may be unreliable?
",Por que a otimização de processos EOR feita através da simulação autônoma do reservatório pode não ser confiável?
What international recommendation was made to use the Datum reference for reductions in surveys in the coastal zone?,Qual a recomendação internacional foi feita para usar de referencia no Datum para reduções de levantamentos na zona costeira?
Which allogenic and autogenic processes are the main factors controlling sand distribution in Quaternary coastal systems worldwide?,Quais processos alogênico e autogênico são os principais fatores de controle de distribuição de areia nos sistemas costeiros quaternários no mundo?
Is there an evidence of an extreme weather impact in Brazil?,Há alguma evidência de impacto climático extremo no Brasil?
What is the purpose of this study?,Qual o objetivo desse estudo?
What is the objective of the PROPES - Petrobras' Heavy Oil Technological Program?,Qual é o objetivo do PROPES - Programa Tecnológico de Óleos Pesados da Petrobrás?
What is the relevance of the Continental Platform of Northeast Brazil?,Qual a relevância da Plataforma Continental do Nordeste Brasileiro?
What environmental phenomena induce motions in the SCR (Steel Catenary Riser) floating unit?,Quais fenômenos ambientais induzem movimentos na unidade flutuante do SCR (Steel Catenary Riser)?
What was the goal of the Inter-Ministerial Commission of Sea Resources?,Qual era o objetivo do Comissão Interministerial para os Recursos do Mar?
What was the response regarding cetaceans after the spill of 1300l of fuel in Guanabara Bay?,No que consistia a resposta referente aos cetáceos após o derramamento de 1300l de combustível na Baía de Guanabara?
What is the name of the basin affected by the collapse of the Fundão dam in 2015?,"Qual é o nome da bacia afetada pelo rompimento da barragem de Fundão, em 2015?"
Data was collected at how many stations?,Dados foram coletados em quantas estações?
Who announced the discovery related to the Campos Basin?,Quem anunciou a descoberta relacionada à Bacia de Campos?
" 
What is the approximate size of the Santa Catarina Plateau?",Qual é o tamanho do Planalto de Santa Catarina?
What indicates the polygenetic nature of FNI soils?,O que indica a natureza poligenética dos solos de FNI?
What did the oil spill monitoring in Guanabara Bay add to PETROBRAS?,O que o monitoramento de derramamento de óleo na Baía de Guanabara agregou à PETROBRAS?
What are the upsides of the holistic description of the digital life cycle for the topsides of the FPSO?,Quais os pontos positivos da descrição holística do ciclo de vida digital para os topsides do FPSO?
What made it possible to predict the polyphasic tectonic-sedimentary evolution and to specify different depositional configurations?,O que permitiu predizer a evolução tectono-sedimentar polifásica e especificar diferentes configurações deposicionais?
What are the goals of estabilishing policies relevant to the oceanic area in Brazil?,Quais são os objetivos do estabelecimento de políticas relevantes para a área oceânica no Brasil?
Which group has the Sevan Marine made a deal with?,Com qual grupo a Sevan Marine fechou um contrato?
What is being developed in phase 0 of LIBRA?,O que está sendo desenvolvido na fase 0 da LIBRA?
What are the structures described in this study?,Quais são as estruturas descritas nesse estudo?
What is the difference between minor and large oil spills?,Qual a diferença entre pequenos e grandes derramamentos de óleo?
By whom will the FPSO be provided and operated?,O FPSO será fornecido e operado por quem?
What influenced the preservation and accumulation of organic matter?,O que influenciou a preservação e o acúmulo de matéria orgânica?
Where will Petrobras invest $1.2 billion to develop gas production in 2010?,Onde a Petrobras irá investir $1.2 bilhões para o desenvolvimento da produção de gás em 2010?
